Ctrl_Mock_R1_Cell	Ctrl_Mock_R2_Cell	Ctrl_48hpi_R1_Cell	Brf1_Mock_R1_Cell	Brf1_Mock_R2_Cell	Brf1_48hpi_R1_Cell	Brf1_48hpi_R2_Cell	Ctrl_48hpi_R2_Cell	gene_id
PB.2.356	0	0	1	0	0	1	0	0	gene-MuHV4gp42_gene-MuHV4gp23
PB.2.357	0	0	3	0	0	1	6	2	gene-MuHV4gp23
PB.2.358	0	0	0	0	0	2	0	1	gene-MuHV4gp23
PB.2.359	0	0	6	0	0	9	9	7	gene-MuHV4gp23
PB.2.36	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF6
PB.2.360	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26_gene-MuHV4gp23
PB.2.361	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26_gene-MuHV4gp23
PB.2.362	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26_gene-MuHV4gp23
PB.2.363	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26_gene-MuHV4gp23
PB.2.364	0	0	0	0	0	1	1	1	gene-MuHV4gp42_gene-MuHV4gp23_gene-MuHV4gp68
PB.2.365	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26_gene-MuHV4gp23
PB.2.366	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF26_gene-MuHV4gp63_gene-MuHV4gp23
PB.2.367	0	0	126	0	0	150	149	47	gene-GAMMAHV.ORF26_gene-GAMMAHV.ORF32
PB.2.368	0	0	1	0	0	2	0	0	gene-GAMMAHV.ORF26
PB.2.369	0	0	0	0	0	0	2	2	gene-GAMMAHV.ORF26
PB.2.37	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF6
PB.2.370	0	0	2	0	0	1	4	1	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.371	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.372	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.373	0	0	1	0	0	4	4	1	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.374	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.375	0	0	2	0	0	3	0	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.376	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.377	0	0	0	0	0	1	2	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.378	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.379	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.38	0	0	3	0	0	1	1	0	gene-GAMMAHV.ORF6
PB.2.380	0	0	33	0	0	24	24	19	gene-GAMMAHV.ORF26_gene-GAMMAHV.ORF32
PB.2.381	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF26_gene-GAMMAHV.ORF32
PB.2.382	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.383	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26
PB.2.384	0	0	16	0	0	12	19	10	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26_gene-GAMMAHV.ORF32
PB.2.385	0	0	2	0	0	1	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-GAMMAHV.ORF26
PB.2.386	0	0	2	0	0	3	4	1	gene-GAMMAHV.ORF27
PB.2.387	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26_gene-MuHV4gp63
PB.2.388	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF33_gene-GAMMAHV.ORF26
PB.2.389	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF26_gene-MuHV4gp68
PB.2.39	0	0	0	0	0	1	1	0	gene-MuHV4gp68_gene-GAMMAHV.ORF6
PB.2.390	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF27_gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56
PB.2.391	0	0	2125	0	0	1945	1937	1080	gene-GAMMAHV.ORF37
PB.2.392	0	0	0	0	0	2	0	1	gene-GAMMAHV.ORF30_gene-GAMMAHV.ORF32
PB.2.393	0	0	1	0	0	3	7	1	gene-GAMMAHV.ORF33_gene-GAMMAHV.ORF31
PB.2.394	0	0	38	0	0	39	37	13	gene-GAMMAHV.ORF32
PB.2.395	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF32
PB.2.396	0	0	1	0	0	3	4	3	gene-GAMMAHV.ORF33_gene-GAMMAHV.ORF30
PB.2.397	0	0	2	0	0	1	1	1	gene-GAMMAHV.ORF30_gene-GAMMAHV.ORF32
PB.2.398	0	0	2	0	0	1	1	0	gene-GAMMAHV.ORF30_gene-GAMMAHV.ORF32
PB.2.399	0	0	18	0	0	22	15	7	gene-GAMMAHV.ORF32
PB.2.4	0	0	7331	0	0	9470	8379	6643	gene-GAMMAHV.ORF6
PB.2.40	0	0	0	0	0	1	2	0	gene-GAMMAHV.ORF6
PB.2.400	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF30_gene-GAMMAHV.ORF32
PB.2.401	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF32
PB.2.402	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF32_gene-GAMMAHV.ORF37
PB.2.403	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF32
PB.2.404	0	0	3	0	0	5	6	2	gene-GAMMAHV.ORF32
PB.2.405	0	0	1	0	0	0	3	1	gene-GAMMAHV.ORF33
PB.2.406	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF33
PB.2.407	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF36
PB.2.408	0	0	7	0	0	7	6	4	gene-GAMMAHV.ORF36
PB.2.409	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF36
PB.2.41	0	0	4	0	0	10	9	7	gene-GAMMAHV.ORF6
PB.2.410	0	0	785	0	0	866	933	236	gene-MuHV4gp39
PB.2.411	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF36
PB.2.412	0	0	0	0	0	2	1	1	gene-GAMMAHV.ORF35_gene-GAMMAHV.ORF37
PB.2.413	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF35_gene-GAMMAHV.ORF37
PB.2.414	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF35_gene-GAMMAHV.ORF37
PB.2.415	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF36_gene-GAMMAHV.ORF38
PB.2.416	0	0	3	0	0	0	1	1	gene-GAMMAHV.ORF35_gene-GAMMAHV.ORF37
PB.2.417	0	0	1	0	0	0	2	0	gene-GAMMAHV.ORF35_gene-GAMMAHV.ORF37
PB.2.418	0	0	16	0	0	13	11	3	gene-GAMMAHV.ORF35_gene-GAMMAHV.ORF37
PB.2.419	0	0	2	0	0	2	0	1	gene-GAMMAHV.ORF35_gene-GAMMAHV.ORF37
PB.2.42	0	0	0	0	0	1	1	2	gene-GAMMAHV.ORF6
PB.2.420	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF35_gene-GAMMAHV.ORF37
PB.2.421	0	0	0	0	0	0	4	0	gene-GAMMAHV.ORF37
PB.2.422	0	0	2	0	0	1	1	0	gene-GAMMAHV.ORF37
PB.2.423	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF37
PB.2.424	0	0	1	0	0	0	1	0	gene-MuHV4gp39
PB.2.425	0	0	0	0	0	1	1	0	gene-MuHV4gp39_gene-GAMMAHV.ORF38
PB.2.426	0	0	1	0	0	1	0	0	gene-MuHV4gp39_gene-GAMMAHV.ORF38
PB.2.427	0	0	2	0	0	1	4	2	gene-GAMMAHV.ORF38
PB.2.428	0	0	1	0	0	0	1	0	gene-MuHV4gp39_gene-GAMMAHV.ORF38
PB.2.429	0	0	0	0	0	2	2	0	gene-MuHV4gp39_gene-GAMMAHV.ORF38
PB.2.43	0	0	27	0	0	36	40	20	gene-GAMMAHV.ORF6
PB.2.430	0	0	2	0	0	0	0	0	gene-MuHV4gp39_gene-GAMMAHV.ORF38
PB.2.431	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF38
PB.2.432	0	0	3	0	0	1	3	2	gene-MuHV4gp39
PB.2.433	0	0	0	0	0	0	1	1	gene-MuHV4gp39
PB.2.434	0	0	0	0	0	2	0	0	gene-MuHV4gp39
PB.2.435	0	0	6	0	0	4	8	1	gene-MuHV4gp39
PB.2.436	0	0	0	0	0	1	2	0	gene-MuHV4gp39
PB.2.437	0	0	134	0	0	104	92	57	gene-MuHV4gp42
PB.2.438	0	0	122	0	0	95	105	55	gene-MuHV4gp42
PB.2.439	0	0	2	0	0	2	0	0	gene-MuHV4gp42
PB.2.44	0	0	2	0	0	3	1	0	gene-GAMMAHV.ORF6
PB.2.440	0	0	2	0	0	0	0	0	gene-MuHV4gp42
PB.2.441	0	0	3	0	0	1	0	0	gene-MuHV4gp42
PB.2.442	0	0	7	0	0	2	2	1	gene-MuHV4gp42
PB.2.443	0	0	23	0	0	21	13	7	gene-MuHV4gp42
PB.2.444	0	0	3	0	0	0	0	0	gene-MuHV4gp42
PB.2.445	0	0	19	0	0	8	18	3	gene-MuHV4gp42
PB.2.446	0	0	3	0	0	0	1	0	gene-MuHV4gp42
PB.2.447	0	0	1	0	0	0	1	0	gene-MuHV4gp42
PB.2.448	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF50_gene-MuHV4gp42
PB.2.449	0	0	3	0	0	0	0	0	gene-MuHV4gp42
PB.2.45	0	0	0	0	0	0	2	1	gene-GAMMAHV.ORF6
PB.2.450	0	0	1	0	0	0	1	0	gene-MuHV4gp42
PB.2.451	0	0	2	0	0	1	0	0	gene-MuHV4gp42
PB.2.452	0	0	17	0	0	8	11	4	gene-MuHV4gp42
PB.2.453	0	0	2	0	0	0	4	0	gene-MuHV4gp42
PB.2.454	0	0	0	0	0	0	2	1	gene-MuHV4gp42
PB.2.455	0	0	0	0	0	2	0	0	gene-MuHV4gp42
PB.2.456	0	0	1	0	0	2	0	1	gene-MuHV4gp42
PB.2.457	0	0	0	0	0	2	0	0	gene-MuHV4gp42_gene-MuHV4gp68
PB.2.458	0	0	3	0	0	3	2	1	gene-MuHV4gp42
PB.2.459	0	0	1	0	0	0	0	1	gene-MuHV4gp42
PB.2.46	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF6
PB.2.460	0	0	1	0	0	1	0	0	gene-MuHV4gp42
PB.2.461	0	0	150	0	0	224	267	76	gene-GAMMAHV.ORF50_gene-MuHV4gp42
PB.2.462	0	0	2	0	0	0	1	1	gene-GAMMAHV.ORF50_gene-MuHV4gp42
PB.2.463	0	0	73	0	0	90	100	31	gene-GAMMAHV.ORF50
PB.2.464	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF50
PB.2.465	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF50
PB.2.466	0	0	2	0	0	1	0	1	gene-GAMMAHV.ORF50
PB.2.467	0	0	0	0	0	0	0	2	gene-GAMMAHV.ORF50
PB.2.468	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF50
PB.2.469	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF50
PB.2.47	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF6
PB.2.470	0	0	8	0	0	4	5	4	gene-GAMMAHV.ORF50_gene-MuHV4gp49
PB.2.471	0	0	7	0	0	8	6	4	gene-GAMMAHV.ORF50_gene-MuHV4gp49
PB.2.472	0	0	68	0	0	65	82	34	gene-GAMMAHV.ORF50
PB.2.473	0	0	5	0	0	5	5	1	gene-GAMMAHV.ORF50_gene-MuHV4gp49
PB.2.474	0	0	22	0	0	21	23	12	gene-GAMMAHV.ORF50
PB.2.475	0	0	2	0	0	3	3	2	gene-GAMMAHV.ORF50_gene-MuHV4gp49
PB.2.476	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF50
PB.2.477	0	0	11	0	0	10	12	4	gene-GAMMAHV.ORF50
PB.2.478	0	0	4	0	0	5	5	2	gene-GAMMAHV.ORF50
PB.2.479	0	0	3	0	0	3	5	1	gene-GAMMAHV.ORF50
PB.2.48	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF6
PB.2.480	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF50
PB.2.481	0	0	3	0	0	1	1	0	gene-GAMMAHV.ORF50
PB.2.482	0	0	0	0	0	4	1	1	gene-GAMMAHV.ORF50
PB.2.483	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF50
PB.2.484	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF50
PB.2.485	0	0	322	0	0	437	479	237	gene-GAMMAHV.ORF50
PB.2.486	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF50_gene-MuHV4gp49
PB.2.487	0	0	0	0	0	2	5	2	gene-GAMMAHV.ORF50
PB.2.488	0	0	0	0	0	3	0	1	gene-GAMMAHV.ORF50_gene-MuHV4gp49
PB.2.489	0	0	10	0	0	6	10	3	gene-GAMMAHV.ORF50
PB.2.49	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF6
PB.2.490	0	0	13	0	0	18	27	8	gene-GAMMAHV.ORF50_gene-MuHV4gp49
PB.2.491	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF50_gene-MuHV4gp49
PB.2.492	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF50
PB.2.493	0	0	264	0	0	436	411	236	gene-MuHV4gp49
PB.2.494	0	0	0	0	0	0	2	0	gene-MuHV4gp49_gene-GAMMAHV.ORF56_gene-GAMMAHV.ORF57
PB.2.495	0	0	0	0	0	0	2	0	gene-MuHV4gp49_gene-MuHV4gp68
PB.2.496	0	0	1	0	0	0	1	0	gene-MuHV4gp49
PB.2.497	0	0	1	0	0	1	0	0	gene-MuHV4gp49
PB.2.498	0	0	0	0	0	1	0	1	gene-MuHV4gp49
PB.2.499	0	0	0	0	0	3	2	3	gene-MuHV4gp49
PB.2.5	0	0	1	0	0	2	2	1	gene-MuHV4gp04_gene-GAMMAHV.ORF6
PB.2.50	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF6
PB.2.500	0	0	1	0	0	1	1	1	gene-MuHV4gp49
PB.2.501	0	0	0	0	0	1	0	1	gene-MuHV4gp49
PB.2.502	0	0	0	0	0	0	1	1	gene-MuHV4gp49
PB.2.503	0	0	1922	0	0	1918	2020	643	gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-MuHV4gp52
PB.2.504	0	0	25	0	0	43	31	13	gene-GAMMAHV.ORF56_gene-GAMMAHV.M8_gene-MuHV4gp52
PB.2.505	0	0	268	0	0	155	210	91	gene-GAMMAHV.ORF56
PB.2.506	0	0	9	0	0	18	17	4	gene-GAMMAHV.ORF56_gene-GAMMAHV.M8_gene-MuHV4gp52
PB.2.507	0	0	1	0	0	12	5	6	gene-MuHV4gp52
PB.2.508	0	0	1	0	0	1	0	1	gene-GAMMAHV.ORF56
PB.2.509	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF56
PB.2.51	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF6
PB.2.510	0	0	3	0	0	1	4	0	gene-GAMMAHV.ORF56
PB.2.511	0	0	14	0	0	21	30	11	gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-GAMMAHV.M8
PB.2.512	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-GAMMAHV.M8
PB.2.513	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-GAMMAHV.M8
PB.2.514	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-GAMMAHV.M8
PB.2.515	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-GAMMAHV.M8
PB.2.516	0	0	1	0	0	1	0	1	gene-GAMMAHV.ORF56_gene-GAMMAHV.M8
PB.2.517	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-GAMMAHV.M8
PB.2.518	0	0	2	0	0	3	1	1	gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-GAMMAHV.M8
PB.2.519	0	0	1	0	0	1	2	0	gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-GAMMAHV.M8
PB.2.52	0	0	0	0	0	3	1	0	gene-GAMMAHV.ORF6
PB.2.520	0	0	1	0	0	2	0	0	gene-GAMMAHV.ORF57_gene-GAMMAHV.ORF56_gene-GAMMAHV.M8
PB.2.521	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF57
PB.2.522	0	0	0	0	0	0	1	1	novelGene_gene-GAMMAHV.ORF59_AS_novelGene_gene-GAMMAHV.ORF60_AS_novelGene_gene-MuHV4gp57_AS
PB.2.523	0	0	1	0	0	2	2	1	novelGene_gene-GAMMAHV.ORF62_AS_novelGene_gene-MuHV4gp60_AS
PB.2.524	0	0	189	0	0	150	134	97	gene-GAMMAHV.ORF63
PB.2.525	0	0	4	0	0	2	7	1	gene-GAMMAHV.ORF63
PB.2.526	0	0	885	0	0	1682	1523	760	gene-MuHV4gp63
PB.2.527	0	0	0	0	0	1	2	3	gene-MuHV4gp63
PB.2.528	0	0	6	0	0	16	10	5	gene-GAMMAHV.ORF63
PB.2.529	0	0	63	0	0	92	63	45	gene-GAMMAHV.ORF63
PB.2.53	0	0	1	0	0	3	0	0	gene-GAMMAHV.ORF6
PB.2.530	0	0	97	0	0	92	113	51	gene-GAMMAHV.ORF63
PB.2.531	0	0	6	0	0	6	8	1	gene-GAMMAHV.ORF63
PB.2.532	0	0	6	0	0	5	5	2	gene-GAMMAHV.ORF63
PB.2.533	0	0	5	0	0	4	4	5	gene-GAMMAHV.ORF63
PB.2.534	0	0	1	0	0	2	0	2	gene-GAMMAHV.ORF63
PB.2.535	0	0	4	0	0	3	3	3	gene-GAMMAHV.ORF63
PB.2.536	0	0	2	0	0	0	3	3	gene-GAMMAHV.ORF63
PB.2.537	0	0	9	0	0	10	6	2	gene-GAMMAHV.ORF63
PB.2.538	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF63
PB.2.539	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF63
PB.2.54	0	0	2	0	0	1	1	0	gene-GAMMAHV.ORF6
PB.2.540	0	0	1	0	0	1	0	1	gene-MuHV4gp63
PB.2.541	0	0	1	0	0	0	2	0	gene-MuHV4gp63
PB.2.542	0	0	2	0	0	0	3	0	gene-MuHV4gp63
PB.2.543	0	0	0	0	0	2	0	0	gene-MuHV4gp63
PB.2.544	0	0	0	0	0	1	2	0	gene-MuHV4gp63
PB.2.545	0	0	0	0	0	2	0	1	gene-MuHV4gp63
PB.2.546	0	0	0	0	0	1	1	0	gene-MuHV4gp63
PB.2.547	0	0	1	0	0	2	2	0	gene-MuHV4gp63
PB.2.548	0	0	2	0	0	0	0	0	gene-MuHV4gp63
PB.2.549	0	0	0	0	0	2	0	0	gene-MuHV4gp63
PB.2.55	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF6
PB.2.550	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF63
PB.2.551	0	0	1	0	0	1	0	0	gene-MuHV4gp63
PB.2.552	0	0	1	0	0	1	0	1	gene-MuHV4gp63
PB.2.553	0	0	0	0	0	0	2	0	gene-MuHV4gp63
PB.2.554	0	0	0	0	0	0	0	2	gene-MuHV4gp63
PB.2.555	0	0	0	0	0	0	2	0	gene-MuHV4gp63
PB.2.556	0	0	1	0	0	0	2	1	gene-GAMMAHV.ORF63
PB.2.557	0	0	1	0	0	0	6	2	gene-MuHV4gp63
PB.2.558	0	0	4	0	0	11	6	3	gene-MuHV4gp63
PB.2.559	0	0	4	0	0	3	3	24	gene-MuHV4gp63
PB.2.56	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF6
PB.2.560	0	0	0	0	0	1	1	1	gene-MuHV4gp63
PB.2.561	0	0	0	0	0	0	2	1	gene-MuHV4gp63
PB.2.562	0	0	0	0	0	0	2	0	gene-MuHV4gp63
PB.2.563	0	0	0	0	0	1	1	2	gene-MuHV4gp63
PB.2.564	0	0	0	0	0	1	1	2	gene-MuHV4gp63
PB.2.565	0	0	2	0	0	1	5	2	gene-MuHV4gp63
PB.2.566	0	0	0	0	0	3	1	0	gene-MuHV4gp63
PB.2.567	0	0	3	0	0	2	1	0	gene-MuHV4gp63
PB.2.568	0	0	0	0	0	2	0	0	gene-MuHV4gp63
PB.2.569	0	0	0	0	0	0	1	1	gene-MuHV4gp63
PB.2.57	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF6
PB.2.570	0	0	1	0	0	0	0	1	gene-MuHV4gp63
PB.2.571	0	0	1	0	0	0	2	1	gene-MuHV4gp63
PB.2.572	0	0	1	0	0	0	0	3	gene-MuHV4gp63
PB.2.573	0	0	1	0	0	1	0	0	gene-MuHV4gp63
PB.2.574	0	0	0	0	0	1	0	2	gene-MuHV4gp63
PB.2.575	0	0	1	0	0	1	1	0	gene-MuHV4gp63
PB.2.576	0	0	0	0	0	0	1	1	gene-MuHV4gp63
PB.2.577	0	0	5	0	0	5	9	6	gene-MuHV4gp63
PB.2.578	0	0	1	0	0	0	0	1	gene-MuHV4gp63
PB.2.579	0	0	0	0	0	0	2	0	gene-MuHV4gp63
PB.2.58	0	0	2	0	0	6	9	1	gene-GAMMAHV.ORF6
PB.2.580	0	0	1	0	0	0	1	0	gene-MuHV4gp63
PB.2.581	0	0	3	0	0	1	4	2	gene-MuHV4gp63
PB.2.582	0	0	1	0	0	0	1	0	gene-MuHV4gp63
PB.2.583	0	0	1	0	0	1	0	0	gene-MuHV4gp63
PB.2.584	0	0	5	0	0	0	2	3	gene-GAMMAHV.ORF63
PB.2.585	0	0	2	0	0	0	6	2	gene-MuHV4gp63
PB.2.586	0	0	4	0	0	1	12	1	gene-GAMMAHV.ORF63
PB.2.587	0	0	2	0	0	3	1	0	gene-GAMMAHV.ORF63
PB.2.588	0	0	0	0	0	0	0	2	gene-MuHV4gp63
PB.2.589	0	0	0	0	0	0	0	2	gene-MuHV4gp63
PB.2.59	0	0	4	0	0	3	1	1	gene-GAMMAHV.ORF6
PB.2.590	0	0	2	0	0	2	3	1	gene-MuHV4gp63
PB.2.591	0	0	0	0	0	0	1	2	gene-MuHV4gp63
PB.2.592	0	0	0	0	0	0	2	1	gene-MuHV4gp63
PB.2.593	0	0	0	0	0	0	1	1	gene-MuHV4gp63
PB.2.594	0	0	1	0	0	0	1	0	gene-MuHV4gp63
PB.2.595	0	0	0	0	0	1	1	0	gene-MuHV4gp63
PB.2.596	0	0	0	0	0	1	0	1	gene-MuHV4gp63
PB.2.597	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF68_gene-MuHV4gp68
PB.2.598	0	0	3283	0	0	3572	4505	1903	gene-GAMMAHV.ORF68
PB.2.599	0	0	3	0	0	1	4	0	gene-GAMMAHV.ORF68
PB.2.6	0	0	1	0	0	0	1	0	gene-MuHV4gp04_gene-GAMMAHV.ORF4_gene-GAMMAHV.ORF6
PB.2.60	0	0	3	0	0	2	7	3	gene-GAMMAHV.ORF6
PB.2.600	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF68_gene-MuHV4gp68
PB.2.601	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF68_gene-MuHV4gp68
PB.2.602	0	0	2	0	0	0	0	2	gene-GAMMAHV.ORF68_gene-MuHV4gp68
PB.2.603	0	0	2	0	0	0	0	1	gene-GAMMAHV.ORF68
PB.2.604	0	0	2	0	0	1	0	0	gene-GAMMAHV.ORF68_gene-MuHV4gp68
PB.2.605	0	0	3	0	0	0	1	0	gene-GAMMAHV.ORF68_gene-MuHV4gp68
PB.2.606	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF68_gene-MuHV4gp68
PB.2.607	0	0	2	0	0	3	1	1	gene-GAMMAHV.ORF68
PB.2.608	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF68_gene-MuHV4gp68
PB.2.609	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF68_gene-MuHV4gp68
PB.2.61	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF6
PB.2.610	0	0	1659	0	0	1791	1680	996	gene-GAMMAHV.ORF74
PB.2.611	0	0	427	0	0	498	713	271	gene-GAMMAHV.M11
PB.2.612	0	0	67	0	0	136	108	49	gene-GAMMAHV.M11
PB.2.613	0	0	1	0	0	1	0	0	gene-GAMMAHV.M11
PB.2.614	0	0	1	0	0	1	0	0	novelGene_gene-MuHV4gp76_AS
PB.2.615	0	0	22	0	0	19	38	39	gene-GAMMAHV.M11
PB.2.616	0	0	0	0	0	1	1	0	novelGene_gene-MuHV4gp76_AS
PB.2.617	0	0	2	0	0	0	2	0	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.618	0	0	1	0	0	1	0	0	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.619	0	0	0	0	0	0	0	2	gene-GAMMAHV.M11
PB.2.62	0	0	2	0	0	0	0	0	gene-MuHV4gp63_gene-GAMMAHV.ORF6
PB.2.620	0	0	0	0	0	1	3	1	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.621	0	0	1	0	0	1	0	0	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.622	0	0	1	0	0	0	0	2	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.623	0	0	0	0	0	4	2	0	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.624	0	0	0	0	0	1	1	0	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.625	0	0	0	0	0	0	3	1	gene-GAMMAHV.M11
PB.2.626	0	0	1	0	0	1	1	0	gene-GAMMAHV.M11
PB.2.627	0	0	0	0	0	2	2	4	gene-GAMMAHV.ORF74
PB.2.628	0	0	1	0	0	1	0	0	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.629	0	0	1	0	0	1	1	0	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.63	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF6
PB.2.630	0	0	0	0	0	1	2	0	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.631	0	0	0	0	0	0	2	0	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.632	0	0	1	0	0	1	3	1	gene-GAMMAHV.ORF74
PB.2.633	0	0	8	0	0	12	17	4	gene-GAMMAHV.M11
PB.2.634	0	0	1	0	0	0	2	1	gene-GAMMAHV.M11
PB.2.635	0	0	1	0	0	0	1	0	gene-GAMMAHV.M11
PB.2.636	0	0	0	0	0	0	1	1	gene-GAMMAHV.M11
PB.2.637	0	0	2	0	0	3	7	1	gene-GAMMAHV.M11
PB.2.638	0	0	1	0	0	1	2	1	gene-GAMMAHV.M11_gene-GAMMAHV.ORF74
PB.2.639	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF74
PB.2.64	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF6
